,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Aeugst am Albis,0,1,15,25,0,0,0,0,0,1
Affoltern am Albis,0,0,48,120,0,1,0,9,2,1
Bonstetten,0,0,41,55,0,0,0,0,0,1
Hausen am Albis,0,4,8,13,0,0,0,9,0,1
Hedingen,0,0,22,45,0,0,0,2,3,1
Kappel am Albis,0,2,5,12,0,0,0,1,2,1
Knonau,0,9,13,5,0,0,0,31,0,1
Maschwanden,0,1,12,2,0,0,0,0,1,1
Mettmenstetten,0,8,35,48,0,0,0,0,0,1
Obfelden,0,1,30,44,0,1,0,0,0,1
Ottenbach,0,3,11,32,0,0,0,3,0,1
Rifferswil,0,1,3,10,0,0,0,0,0,1
Stallikon,0,0,26,33,0,0,0,2,1,1
Wettswil am Albis,0,0,61,27,0,5,0,0,1,1
Benken (ZH),0,0,2,2,0,0,0,7,0,1
Berg am Irchel,0,2,2,4,0,0,0,8,0,1
Buch am Irchel,0,0,1,18,0,1,0,6,0,1
Dachsen,0,0,20,64,1,0,2,0,2,1
Dorf,0,0,8,12,0,0,0,0,0,1
Feuerthalen,0,1,4,12,0,59,0,0,0,1
Flaach,0,1,6,14,0,0,0,5,0,1
Flurlingen,0,0,0,17,1,21,0,0,0,1
Henggart,0,1,32,57,0,0,0,0,0,1
Kleinandelfingen,0,2,26,15,0,0,0,0,2,1
Laufen-Uhwiesen,0,0,13,14,0,0,0,0,0,1
Marthalen,0,2,13,16,0,0,0,0,1,1
Ossingen,0,0,7,17,0,0,0,5,0,1
Rheinau,0,3,4,12,0,0,0,7,0,1
Thalheim an der Thur,0,0,1,11,0,0,0,0,0,1
Trüllikon,0,0,4,6,0,0,0,0,0,1
Truttikon,0,1,3,5,0,0,0,0,0,1
Volken,0,1,0,9,0,0,0,0,0,1
Bachenbülach,1,1,8,16,0,0,0,0,0,1
Bassersdorf,0,1,135,90,0,0,0,3,3,1
Bülach,0,2,31,32,0,30,0,4,0,1
Dietlikon,0,1,6,2,0,43,0,6,0,1
Eglisau,0,0,42,52,0,1,0,0,4,1
Embrach,0,20,39,64,0,1,0,10,4,1
Freienstein-Teufen,0,2,1,39,0,0,0,0,0,1
Glattfelden,0,2,63,40,0,0,0,0,3,1
Hochfelden,0,0,16,27,0,1,0,0,1,1
Höri,0,0,14,27,0,0,0,2,0,1
Hüntwangen,0,1,15,20,0,0,0,0,2,1
Kloten,0,5,74,82,7,0,0,0,2,1
Lufingen,0,0,17,9,0,0,0,0,0,1
Nürensdorf,0,2,41,50,1,0,0,0,0,1
Oberembrach,0,2,0,5,0,0,0,0,2,1
Opfikon,0,0,13,24,0,48,0,0,0,1
Rafz,0,0,11,38,0,0,0,28,0,1
Rorbas,0,0,13,8,0,0,0,0,0,1
Wallisellen,0,0,22,8,0,47,4,3,4,1
Wasterkingen,0,0,7,5,0,0,0,0,0,1
Wil (ZH),0,1,6,11,0,0,0,0,1,1
Winkel,0,2,22,39,1,0,1,0,1,1
Bachs,0,0,7,3,0,0,0,0,0,1
Boppelsen,0,9,18,42,0,0,0,0,2,1
Buchs (ZH),0,0,27,27,0,25,0,0,1,1
Dällikon,1,0,5,14,0,9,0,0,2,1
Dänikon,0,1,11,16,0,1,0,0,0,1
Dielsdorf,1,1,14,20,0,7,0,1,0,1
Hüttikon,0,2,8,9,0,0,0,0,0,1
Neerach,0,1,43,50,0,0,0,0,1,1
Niederglatt,0,1,25,59,11,1,0,3,2,1
Niederhasli,0,0,210,48,2,0,0,2,5,1
Niederweningen,0,2,49,106,0,1,0,3,4,1
Oberglatt,0,0,21,45,0,0,0,1,2,1
Oberweningen,0,0,5,8,0,0,0,0,0,1
Otelfingen,0,2,51,20,0,0,0,1,1,1
Regensberg,0,0,1,0,0,0,0,0,0,1
Regensdorf,0,3,104,102,2,60,0,2,4,1
Rümlang,0,0,14,37,0,20,0,17,5,1
Schleinikon,0,2,7,9,0,0,0,0,0,1
Schöfflisdorf,0,2,7,10,0,0,0,0,0,1
Stadel,0,0,25,31,0,0,0,0,1,1
Steinmaur,0,1,12,13,0,0,0,0,0,1
Weiach,0,3,5,21,0,0,0,11,1,1
Bäretswil,0,1,9,45,0,1,1,0,0,1
Bubikon,0,1,17,22,0,48,1,0,0,1
Dürnten,0,0,14,24,1,45,0,0,1,1
Fischenthal,0,1,5,3,0,0,0,0,0,1
Gossau (ZH),2,2,90,68,0,20,0,0,5,1
Grüningen,0,3,17,27,0,0,0,0,0,1
Hinwil,0,5,51,55,0,11,0,2,0,1
Rüti (ZH),0,2,5,24,0,40,0,0,1,1
Seegräben,0,0,3,4,0,1,0,0,0,1
Wald (ZH),0,5,15,30,0,0,0,1,0,1
Wetzikon (ZH),2,2,9,34,0,134,0,2,3,1
Adliswil,0,2,5,22,1,58,0,0,0,1
Kilchberg (ZH),0,1,2,5,0,36,0,0,0,1
Langnau am Albis,0,0,8,41,0,50,0,0,0,1
Oberrieden,0,0,6,33,0,42,1,1,1,1
Richterswil,1,0,24,25,0,105,0,0,1,1
Rüschlikon,0,1,7,6,2,23,0,1,1,1
Thalwil,0,2,11,43,1,58,0,3,2,1
Erlenbach (ZH),0,0,14,26,0,47,0,1,2,1
Herrliberg,9,0,18,24,4,75,0,2,0,1
Hombrechtikon,0,0,39,27,0,3,0,0,1,1
Küsnacht (ZH),0,0,12,28,0,68,0,8,0,1
Männedorf,0,21,12,37,0,96,0,1,0,1
Meilen,1,2,54,31,4,97,0,5,2,1
Oetwil am See,0,50,15,22,0,0,0,5,0,1
Stäfa,0,0,22,27,0,91,0,3,0,1
Uetikon am See,1,1,32,71,0,68,0,3,5,1
Zumikon,0,1,25,19,0,0,1,1,0,1
Zollikon,0,0,13,9,0,35,0,0,0,1
Fehraltorf,0,1,20,8,0,0,0,0,0,1
Hittnau,1,4,18,33,1,6,0,2,0,1
Lindau,0,7,64,79,0,0,0,11,1,1
Pfäffikon,0,1,47,36,0,1,0,14,0,1
Russikon,0,0,25,40,0,1,0,18,0,1
Weisslingen,0,4,21,21,0,0,0,0,0,1
Wila,0,1,9,21,0,0,0,7,1,1
Wildberg,0,0,6,9,0,0,0,0,0,1
Dübendorf,0,7,11,25,35,207,1,12,1,1
Egg,0,6,70,60,0,2,0,3,3,1
Fällanden,0,0,2,27,0,30,0,2,3,1
Greifensee,0,0,7,10,1,5,0,61,0,1
Maur,0,0,100,53,3,47,1,1,2,1
Mönchaltorf,0,1,11,34,0,1,0,0,1,1
Schwerzenbach,0,0,0,34,0,11,0,0,0,1
Uster,0,4,21,53,0,240,1,8,0,1
Volketswil,0,3,81,70,0,124,3,1,3,1
Wangen-Brüttisellen,0,2,108,65,0,47,1,1,3,1
Altikon,0,0,2,16,0,0,0,0,0,1
Brütten,0,12,46,15,0,0,0,1,2,1
Dägerlen,0,0,8,5,0,0,0,0,1,1
Dättlikon,0,0,4,7,0,0,0,1,0,1
Dinhard,0,3,11,9,0,0,0,0,0,1
Ellikon an der Thur,1,1,13,3,0,0,0,0,0,1
Elsau,0,5,27,60,0,0,0,0,1,1
Hagenbuch,0,0,11,30,0,0,0,1,1,1
Hettlingen,0,1,30,65,0,0,0,26,11,1
Neftenbach,0,1,18,50,0,0,0,0,4,1
Pfungen,0,0,3,7,0,25,0,0,0,1
Rickenbach (ZH),0,0,38,51,1,0,0,1,1,1
Schlatt (ZH),0,2,0,10,0,0,0,0,0,1
Seuzach,0,9,53,81,1,0,0,7,4,1
Turbenthal,0,4,11,8,0,0,0,2,0,1
Winterthur,0,20,55,418,0,205,1,48,2,1
Zell (ZH),0,16,34,10,0,0,0,2,1,1
Aesch (ZH),0,0,2,10,0,0,0,0,0,1
Birmensdorf (ZH),0,9,59,59,6,1,0,1,0,1
Dietikon,0,1,37,27,0,23,0,4,1,1
Geroldswil,0,1,10,13,0,29,0,0,0,1
Oberengstringen,0,0,21,12,0,8,0,0,0,1
Oetwil an der Limmat,0,0,18,6,0,0,0,0,0,1
Schlieren,0,0,6,1,0,11,0,0,0,1
Uitikon,0,1,37,22,2,0,0,0,0,1
Unterengstringen,0,0,5,5,0,3,0,22,1,1
Urdorf,0,1,18,23,0,72,0,1,0,1
Weiningen (ZH),0,0,17,22,0,22,0,0,0,1
Zürich,0,0,19,50,1,368,0,118,1,1
Andelfingen,0,0,22,29,0,1,0,9,0,1
Stammheim,0,3,20,11,0,0,0,10,0,1
Wädenswil,0,1,9,65,2,98,0,0,1,1
Elgg,0,4,14,30,0,0,0,29,0,1
Horgen,0,7,29,52,2,92,0,70,2,1
Illnau-Effretikon,0,31,40,47,0,31,0,0,0,1
Bauma,0,12,22,14,1,0,0,0,0,1
Wiesendangen,0,0,17,58,0,24,0,1,0,1
Aarberg,0,3,10,29,0,26,0,0,0,2
Bargen (BE),0,0,4,3,0,7,0,0,0,2
Grossaffoltern,0,4,24,24,0,2,0,0,0,2
Kallnach,0,3,25,19,0,0,0,0,1,2
Kappelen,0,3,16,20,0,0,0,0,0,2
Lyss,0,2,43,22,0,127,0,5,0,2
Meikirch,0,9,34,26,0,0,0,0,0,2
Radelfingen,0,3,4,5,0,0,0,0,1,2
Rapperswil (BE),0,10,33,12,0,0,0,2,1,2
Schüpfen,0,2,28,3,0,1,0,28,2,2
Seedorf (BE),0,13,29,10,0,0,0,1,0,2
Aarwangen,0,2,79,24,1,1,0,0,0,2
Auswil,0,1,8,0,0,0,0,0,0,2
Bannwil,0,1,4,2,0,0,0,0,0,2
Bleienbach,0,0,2,5,0,0,0,0,0,2
Busswil bei Melchnau,0,1,1,1,0,0,0,0,0,2
Gondiswil,0,3,4,3,0,0,0,0,0,2
Langenthal,1,11,9,18,3,87,0,0,2,2
Lotzwil,0,1,0,3,0,35,0,0,0,2
Madiswil,0,7,29,21,0,0,0,1,1,2
Melchnau,0,3,6,7,0,2,0,6,0,2
Oeschenbach,0,0,2,0,0,0,0,0,0,2
Reisiswil,0,0,3,0,0,0,0,0,0,2
Roggwil (BE),0,2,33,19,0,0,0,0,2,2
Rohrbach,0,4,8,5,0,0,0,0,0,2
Rohrbachgraben,0,2,1,0,0,0,0,2,0,2
Rütschelen,0,1,7,3,0,0,0,0,0,2
Schwarzhäusern,0,1,5,2,0,0,0,0,0,2
Thunstetten,0,3,11,13,0,3,0,0,1,2
Ursenbach,0,2,6,0,0,0,0,0,0,2
Wynau,0,4,11,7,0,0,0,0,5,2
Bern,0,12,43,36,4,83,0,21,2,2
Bolligen,0,5,12,19,0,0,0,6,1,2
Bremgarten bei Bern,0,0,15,18,0,14,0,12,0,2
Kirchlindach,0,4,17,24,0,0,0,2,2,2
Köniz,1,15,96,82,0,39,0,47,4,2
Muri bei Bern,0,1,10,9,2,55,0,4,0,2
Oberbalm,1,3,4,3,0,0,0,3,0,2
Stettlen,0,0,16,16,0,2,0,1,2,2
Vechigen,0,3,34,41,0,0,0,0,0,2
Wohlen bei Bern,0,3,36,51,1,7,0,7,1,2
Zollikofen,1,0,25,19,1,64,0,2,2,2
Ittigen,0,1,13,6,0,27,0,0,1,2
Ostermundigen,0,1,21,9,0,28,0,15,5,2
Biel/Bienne,0,5,17,28,7,181,0,11,1,2
Evilard,0,0,4,4,0,14,0,0,0,2
Arch,0,3,6,5,0,8,0,0,0,2
Büetigen,0,0,18,8,0,0,0,3,0,2
Büren an der Aare,0,2,32,7,0,2,1,0,0,2
Diessbach bei Büren,0,0,7,12,0,0,0,0,0,2
Dotzigen,0,0,13,4,0,0,0,0,0,2
Lengnau (BE),0,0,10,11,0,34,0,2,0,2
Leuzigen,0,2,14,3,0,1,0,0,0,2
Meienried,0,0,1,0,0,0,0,0,0,2
Meinisberg,0,0,10,7,0,0,0,1,1,2
Oberwil bei Büren,0,2,20,4,0,1,0,1,0,2
Pieterlen,0,1,25,7,0,0,0,2,2,2
Rüti bei Büren,0,1,2,4,1,0,0,1,0,2
Wengi,0,0,3,3,0,0,0,0,0,2
Aefligen,0,0,3,5,0,28,0,0,0,2
Alchenstorf,0,0,2,2,0,0,0,3,0,2
Bäriswil,0,0,23,29,1,0,0,0,2,2
Burgdorf,0,1,3,15,0,79,0,3,0,2
Ersigen,0,3,7,6,1,4,0,0,1,2
Hasle bei Burgdorf,0,11,20,8,0,0,0,2,0,2
Heimiswil,0,4,6,1,0,0,0,0,0,2
Hellsau,0,0,4,0,0,0,0,1,1,2
Hindelbank,0,2,10,11,0,1,0,1,1,2
Höchstetten,0,1,1,3,0,0,0,0,0,2
Kernenried,0,0,9,5,0,0,0,0,0,2
Kirchberg (BE),0,5,23,26,0,59,0,5,1,2
Koppigen,0,1,16,12,0,0,0,0,1,2
Krauchthal,0,4,44,37,1,0,0,4,1,2
Lyssach,0,1,2,4,0,11,0,2,0,2
Oberburg,0,2,3,3,0,9,0,0,0,2
Rüdtligen-Alchenflüh,0,0,3,2,0,2,0,0,0,2
Rumendingen,0,0,0,0,0,0,0,0,0,2
Rüti bei Lyssach,0,1,0,1,0,0,0,0,0,2
Willadingen,0,0,2,1,0,0,0,0,0,2
Wynigen,0,10,4,17,0,0,0,0,2,2
Corgémont,0,1,10,5,0,0,0,1,0,2
Cormoret,0,9,1,0,0,0,0,0,0,2
Cortébert,0,1,9,0,0,0,0,0,0,2
Courtelary,0,1,1,2,0,0,0,1,0,2
La Ferrière,0,1,2,0,0,0,0,0,0,2
Mont-Tramelan,0,1,1,0,0,0,0,0,0,2
Orvin,0,2,6,2,0,0,0,0,0,2
Renan (BE),0,0,1,0,0,1,0,2,0,2
Romont (BE),0,0,2,1,0,0,0,0,0,2
Saint-Imier,0,0,14,3,1,15,0,0,0,2
Sonceboz-Sombeval,0,0,28,5,0,0,0,1,0,2
Sonvilier,0,2,17,0,0,0,0,0,0,2
Tramelan,0,3,30,5,0,0,0,0,0,2
Villeret,0,1,1,1,0,9,0,0,0,2
Sauge,1,0,9,4,0,0,0,0,3,2
Péry-La Heutte,0,1,24,4,0,0,0,1,0,2
Brüttelen,0,1,5,5,0,0,0,0,0,2
Erlach,0,2,18,11,1,1,1,0,0,2
Finsterhennen,0,0,4,3,0,0,0,0,0,2
Gals,1,0,8,8,0,0,0,3,0,2
Gampelen,0,3,9,3,0,0,0,0,0,2
Ins,0,1,23,14,0,36,0,1,0,2
Lüscherz,0,1,12,4,0,0,0,0,0,2
Müntschemier,0,0,14,6,0,0,0,0,0,2
Siselen,0,0,2,2,0,0,0,0,1,2
Treiten,0,0,4,2,0,0,0,0,0,2
Tschugg,0,1,1,2,0,1,0,0,0,2
Vinelz,0,1,19,14,0,0,0,2,4,2
Bätterkinden,0,2,15,8,0,30,0,0,0,2
Deisswil bei Münchenbuchsee,0,0,0,0,0,0,0,0,0,2
Fraubrunnen,0,5,58,38,2,0,0,4,2,2
Jegenstorf,1,2,32,33,0,2,0,12,0,2
Iffwil,0,2,3,1,0,0,0,0,0,2
Mattstetten,0,0,2,1,0,0,0,0,1,2
Moosseedorf,0,9,2,1,0,23,0,0,0,2
Münchenbuchsee,0,2,63,60,4,0,0,58,3,2
Urtenen-Schönbühl,0,0,5,5,0,25,0,7,0,2
Utzenstorf,0,3,12,6,0,59,0,0,1,2
Wiggiswil,0,0,0,0,0,0,0,0,0,2
Wiler bei Utzenstorf,0,1,3,8,0,0,0,0,0,2
Zielebach,0,0,8,1,0,0,0,0,0,2
Zuzwil (BE),0,0,6,2,0,0,0,1,0,2
Adelboden,3,16,73,2,1,0,0,1,0,2
Aeschi bei Spiez,0,8,14,6,0,0,0,0,0,2
Frutigen,0,13,61,11,0,0,0,5,3,2
Kandergrund,0,4,3,0,0,0,0,0,0,2
Kandersteg,0,1,17,1,0,0,0,2,0,2
Krattigen,0,5,6,2,0,0,0,0,0,2
Reichenbach im Kandertal,0,13,33,3,0,0,0,1,0,2
Beatenberg,0,1,9,8,1,0,0,0,0,2
Bönigen,0,1,21,4,0,3,0,0,0,2
Brienz (BE),0,17,35,11,0,1,0,1,5,2
Brienzwiler,0,3,4,0,0,0,0,0,0,2
Därligen,0,0,9,3,0,0,0,0,0,2
Grindelwald,0,62,64,4,3,0,1,2,6,2
Gsteigwiler,0,4,3,1,0,0,0,0,0,2
Gündlischwand,0,1,3,0,0,0,0,0,0,2
Habkern,0,8,4,1,0,0,0,0,0,2
Hofstetten bei Brienz,0,15,7,5,0,0,14,0,0,2
Interlaken,0,0,14,3,0,2,0,1,0,2
Iseltwald,0,1,5,0,0,0,1,0,0,2
Lauterbrunnen,0,53,23,2,0,2,0,0,2,2
Leissigen,0,3,16,10,0,0,0,0,0,2
Lütschental,0,0,2,0,0,0,0,0,0,2
Matten bei Interlaken,1,1,35,14,0,0,0,1,1,2
Niederried bei Interlaken,0,0,1,2,0,0,0,0,0,2
Oberried am Brienzersee,0,2,4,5,0,0,0,0,0,2
Ringgenberg (BE),0,5,35,20,0,1,0,1,2,2
Saxeten,0,0,3,0,0,0,0,0,1,2
Schwanden bei Brienz,0,1,7,0,0,0,0,0,0,2
Unterseen,0,0,65,39,2,9,0,2,2,2
Wilderswil,0,5,41,13,2,0,0,1,1,2
Arni (BE),0,5,8,0,0,0,0,0,0,2
Biglen,0,1,23,9,0,0,1,0,0,2
Bowil,0,9,7,5,0,0,0,0,0,2
Brenzikofen,0,1,1,2,0,0,0,0,0,2
Freimettigen,0,0,2,0,0,0,0,0,0,2
Grosshöchstetten,0,6,27,12,0,0,0,3,2,2
Häutligen,0,0,2,0,0,0,0,0,0,2
Herbligen,1,0,1,4,0,0,0,0,0,2
Kiesen,0,0,1,1,0,0,0,0,0,2
Konolfingen,0,6,17,9,0,0,0,0,0,2
Landiswil,0,6,0,3,0,0,0,0,0,2
Linden,0,6,7,9,0,0,0,0,0,2
Mirchel,0,2,7,3,0,0,0,0,0,2
Münsingen,1,8,49,97,0,1,0,21,1,2
Niederhünigen,0,3,7,0,0,0,0,0,0,2
Oberdiessbach,0,7,53,31,0,0,0,1,2,2
Oberthal,0,5,4,1,0,0,0,0,0,2
Oppligen,0,2,4,2,0,0,0,0,0,2
Rubigen,0,1,8,50,0,88,0,5,2,2
Walkringen,0,7,19,5,0,0,0,0,0,2
Worb,0,5,75,27,0,2,0,14,1,2
Zäziwil,0,2,18,5,1,0,0,0,0,2
Oberhünigen,0,2,1,1,0,0,0,0,0,2
Allmendingen,0,0,1,2,0,0,0,0,0,2
Wichtrach,0,4,51,12,0,0,0,0,0,2
Ferenbalm,0,3,29,15,0,0,0,0,0,2
Frauenkappelen,0,1,40,18,1,0,0,0,0,2
Gurbrü,0,0,1,7,0,0,0,0,0,2
Kriechenwil,0,2,1,2,0,0,0,1,0,2
Laupen,0,2,37,14,0,0,0,0,0,2
Mühleberg,0,2,36,9,0,1,0,2,1,2
Münchenwiler,0,1,10,4,0,0,0,0,0,2
Neuenegg,0,6,51,9,0,0,0,1,1,2
Wileroltigen,0,0,9,4,0,0,0,0,0,2
Belprahon,0,0,9,4,0,0,0,0,0,2
Champoz,0,1,2,0,0,0,0,0,0,2
Corcelles (BE),0,3,2,2,0,0,0,0,0,2
Court,0,1,11,1,0,0,0,0,1,2
Crémines,0,2,9,2,0,0,0,0,0,2
Eschert,0,0,1,0,0,0,0,0,0,2
Grandval,0,1,5,1,0,0,0,0,0,2
Loveresse,0,0,0,0,0,0,0,0,0,2
Perrefitte,0,0,4,2,0,0,0,0,0,2
Reconvilier,0,1,15,5,0,0,0,4,0,2
Roches (BE),0,0,1,0,0,0,0,0,1,2
Saicourt,0,1,5,0,0,0,0,0,0,2
Saules (BE),0,0,1,0,0,0,0,0,0,2
Schelten,0,0,0,0,0,0,0,0,0,2
Seehof,0,3,1,0,0,0,0,0,0,2
Sorvilier,0,1,1,0,0,0,0,0,0,2
Tavannes,0,1,32,13,0,0,0,0,0,2
Rebévelier,0,1,0,0,0,0,0,0,0,2
Petit-Val,0,3,2,1,0,0,0,0,0,2
Valbirse,0,1,35,11,0,0,0,0,0,2
La Neuveville,0,2,24,14,0,0,0,0,0,2
Nods,0,2,15,2,0,0,0,0,0,2
Plateau de Diesse,0,2,16,8,0,0,0,0,1,2
Aegerten,0,0,17,9,0,0,0,0,0,2
Bellmund,0,0,19,19,0,4,0,0,0,2
Brügg,0,1,10,8,0,0,0,0,0,2
Bühl,0,0,12,4,0,0,0,0,0,2
Epsach,0,0,2,0,0,0,0,0,0,2
Hagneck,0,0,5,9,0,0,0,0,0,2
Hermrigen,0,0,2,0,0,0,0,0,0,2
Jens,0,1,5,5,0,0,0,0,0,2
Ipsach,0,2,7,28,2,47,1,0,1,2
Ligerz,0,1,2,3,0,0,0,0,0,2
Merzligen,0,0,7,2,0,0,0,0,0,2
Mörigen,0,2,11,5,0,0,0,0,0,2
Nidau,0,0,7,1,0,26,0,2,0,2
Orpund,0,0,8,7,0,19,0,1,1,2
Port,0,0,10,12,0,3,0,17,0,2
Safnern,1,0,17,17,0,8,0,0,3,2
Scheuren,0,0,12,2,1,2,0,0,0,2
Schwadernau,0,0,3,1,0,0,0,0,0,2
Studen (BE),0,1,25,24,0,0,0,0,1,2
Sutz-Lattrigen,0,0,24,13,0,0,0,1,0,2
Täuffelen,0,0,13,21,0,0,0,0,2,2
Walperswil,0,2,17,3,0,0,0,0,1,2
Worben,0,1,18,12,0,2,0,0,1,2
Twann-Tüscherz,0,1,4,3,0,12,0,0,0,2
Därstetten,0,3,7,1,0,0,0,0,0,2
Diemtigen,0,6,10,0,0,0,0,1,0,2
Erlenbach im Simmental,0,5,7,7,0,0,0,5,0,2
Oberwil im Simmental,0,8,6,0,0,0,0,0,0,2
Reutigen,0,5,3,2,0,0,0,7,1,2
Spiez,0,17,98,46,0,0,0,2,2,2
Wimmis,0,2,16,10,0,0,0,16,0,2
Stocken-Höfen,0,4,14,2,0,0,0,0,1,2
Guttannen,0,1,3,0,0,0,0,0,0,2
Hasliberg,2,20,17,6,0,0,0,1,0,2
Innertkirchen,0,5,7,7,0,0,0,0,2,2
Meiringen,1,9,34,12,0,0,0,6,0,2
Schattenhalb,0,7,6,1,0,0,0,0,0,2
Boltigen,0,5,8,4,0,0,0,0,0,2
Lenk,0,9,39,10,0,0,0,0,2,2
St. Stephan,0,5,6,1,0,0,1,0,0,2
Zweisimmen,0,6,10,7,0,0,0,4,2,2
Gsteig,0,3,6,2,0,0,0,1,0,2
Lauenen,0,4,5,0,0,0,0,0,0,2
Saanen,1,18,61,15,0,10,0,6,0,2
Guggisberg,0,14,7,3,0,0,0,0,0,2
Rüschegg,0,7,7,7,0,1,0,6,1,2
Schwarzenburg,0,11,40,46,2,0,0,11,2,2
Belp,1,12,126,102,1,0,0,7,1,2
Burgistein,0,8,14,3,0,0,0,0,0,2
Gerzensee,0,0,9,8,0,0,0,0,0,2
Gurzelen,0,1,7,0,0,0,0,1,0,2
Jaberg,0,0,2,0,0,0,0,0,0,2
